,item,categories,description,title,price,brand,salesRank,item_id
2971,B003733T28,[['Baby']],"The safer bumper 24 pack, fits all cribs; zipper close (fall below mattress) on individual crib rails; increases air flow compared to conventional bumpers;vertical padding protects babies' heads and bodies as they learn to sit, stand & crawl; easy to install and clean; reversible mix and match options. Cotton flannel on design side; super-soft minky on the solid side; each bumper is 6"" wide; designed to zip together to accommodate any lager size crib slat: each bumper is 24"" long, but can easily compress to accommodate shorter rails.","Go Mama Go Designs 24 Pack Wonder Bumpers, Blue/Chocolate",89.0,Go Mama Go Designs,,2971
2972,B003781T16,[['Baby']],BAM-055993 Features: -Baby feeding spoons.-Phthalate-free and BPA-free.-Tested and approved; meets US code CFR Title 16.-Hand was with warm soapy water and rinse thoroughly.-Compostable and biodegradable.-Certified Organic.-FDA- approved food-safe.-Chemical-and pesticide-free; no bleaches or dyes.-Not recommended for microwave or dishwasher.-Packaging made from recycled or FSC paper and vegetable inks. Color/Finish: -Color: Natural. Dimensions: -Dimensions: 6.5&quot; H x 1&quot; W x 1&quot; D.,Baby Bamboo Feeding Spoons (Set of 2),5.5,Bambu,,2972
2973,B0037BT366,[['Baby']],"Sweet characters from the forest decorate the Forest Friends crib sheet by Carter's. The sheet is elasticized for  a smooth, tailored fit onto the mattress. 100% cotton.","Carter's Forest Friends Fitted Sheet, Tan/Choc, 28 X 52&quot;",18.95,,,2973
2974,B0037K66LW,[['Baby']],The new Gentle Vibrations Toothbrush by Summer Infant brings innovation to Infant Oral Care and is ergonomically designed for toddlers to grip and use. The gentle vibrations make brushing for little ones more fun.,Summer Infant Dr. Mom Gentle Vibrations Toothbrush,12.4,Summer Infant,,2974
2975,B0037KGE8C,[['Baby']],Use the ProGrade soft solution roller shade by Safety 1st in your car to help shield your baby from direct sunlight while on the road. The shade provides full window coverage and features an easy-to-use retract button so that you can roll up the shade when it's not in use.,Safety 1st ProGrade Soft Solution Roller Shade,13.72,Safety 1st,,2975
2976,B0037LJAL4,[['Baby']],"The safety tip on the spoon changes color when baby's food is too hot.  While the long, easy-grip handle ensures an easier and more secure feeding.",Nuby 4-Pack Hot Safe Spoons,4.99,Nuby,,2976
2977,B0037LLGD4,[['Baby']],The No Spill Cup with Super Spout features easy-grip handles which are perfect for a child's transition to self feeding.,Nuby 2-Pack 8 oz No Spill Cup with Super Spout (Color may vary),6.99,Nuby,,2977
2978,B0037LQDJG,[['Baby']],The No Spill Convert-A-Cup is a 4 Stage drinking system that has detachable handles and new silicone spout,Nuby 8 oz No Spill Convert-A-Cup,1.65,Nuby,,2978
2979,B0037NXG76,[['Baby']],"Made with super-soft, minimally processed Australian wool, the Wool Lovers are a perfect, natural and breathable alternative to PUL covers. Sourced from the belly of the sheep (not the top coat which yields stiffer yarn), our wool has extremely fine fiber which helps the cover repel moisture a lot better and reduces the need to lanolize. Pair with a Kissa's fitted or contour diaper for a perfect diapering combination.","Kissa's Wool Lover Diaper Cover, Natural, Small",25.99,,,2979
2980,B0037NXP18,[['Baby']],"New and Improved. A pail liner to hold soiled diapers is a must for cloth diapering. And, we have the perfect one for you that provides non-wicking storage. The special finish also protects against the spreading of health which can sometimes collect on soiled diapers.","Kissa's Pail Liner, White",14.95,Kissaluvs,,2980
2981,B0037UZUR8,[['Baby']],"MAM start 0 and above months orthodontic pacifiers have been developed in cooperation with the International Children Medical Research Society and are recommended most by dentists and Orthodontists. MAM's patented silk nipple is silicone with a difference: it's silky soft. No other silicone feels softer. In cooperation with orthodontists, MAM designers have&#xA0;created this extra small and lightweight pacifier specifically for newborn babies. It is ideal for babies aged up to two months. To add a lovely detailed touch, the colors and motifs are adapted to reflect the baby's age. The perfect start to a happy and healthy future. MAM pacifiers are always in the right position. For baby's 0 and above months. 2 BPA free. You may receive this item in yellow, pink, purple or blue.","MAM Start Silicone Pacifier, Colors May Vary, 2-Count",6.99,MAM,,2981
2982,B0037W6NZO,[['Baby']],,Seventh Generation Chlorine Free Baby Wipes Refill 350ct.,13.99,Seventh Generation,,2982
2983,B003807VGK,[['Baby']],"Nosefrida Baby Nasal Aspirator (lovingly referred to as 'The Snotsucker') is a BPA-Free nasal aspirator that is designed to remove mucus from your baby's airways without damaging delicate mucous membranes. Traditional bulb syringes can mistakenly be inserted too high into a baby's nose, causing irritation and even bruising to the mucous membranes leading to inflammation and further blockage of the airways. Each Nosefrida 'Snotsucker' includes 4 replacement hygiene filters, PLUS an additional 20 hygiene filters. Nosefrida is a doctor recommended nasal aspirator and so easy to use. Nosefrida was invented in Sweden by Ear, Nose and Throat Specialists, and has been used by Swedish Moms and Dads for years. Nosefrida is effective and hygienic and has been clinically tested. Made By: Nasalprodukter AB Made In: Sweden Made Of: BPA & Phthalate Free, Latex-Free Polypropylene",Nosefrida Baby Nasal Aspirator with 4 filters and 20 Additional Filters,17.9,NoseFrida,,2983
2984,B003807VLK,[['Baby']],"Nurse discreetly and in style! Moms, celebrities, and medical professionals agree - award winning Hooter Hiders nursing covers are a true 'Mommy Must-Have'. Hooter Hiders nursing covers are one of the all-time favorite baby shower gifts, and have been praised by mothers and medical professionals alike. Many of our designs have been spotted on celebrities, and our products are regularly featured in magazines, on television and on the internet. About The Pattern: Monochromatic paisleys and petals interlace like constellations in the night sky in Avignon, a classic Hooter Hiders style with an all-new palette of blacks, whites and grays. Product Features: * 100% Cotton * External Pocket with ruffle detail on top * Rigid Neckline allows for ventilation and direct eye contact with baby. * Adjustable D-ring neck strap * Patented stiffening system in the neckline also prevents fabric abrasion, making it the safest nursing cover on the market. * Imported. Made By: Hooter Hiders Made Of: 100% Cotton Made In: Vietnam",Hooter Hiders Cotton Nursing Cover - Avignon,27.45,Bebe au Lait,,2984
2985,B00380F4O6,[['Baby']],"Because ERGObaby is very concerned about correct support of our babies, through research studies, customer feedback and working directly with newborns, ERGObaby have re-designed the ERGObaby Infant Insert. The NEW Heart2Heart design encourages healthy maturation of the spine by supporting the pelvis, hip joint, and leg position rather than putting a baby in a compromising sitting position before the spine is ready. The Heart2Heart ERGObaby Infant Insert also supports the safety of the baby's head and neck in this critical stage of development. The ERGObaby Heart2Heart Infant Insert is a specially padded and shaped cushion that can be quickly and easily placed in the carrier and readjusted as needed. This design easily enables parents to ensure that their newborn is positioned correctly on the pillow, keeping pressure off the developing sacrum, and supports the development of the spine and hips. It snaps closed around the infant, holding the baby in a cozy, protected environment close to the heart, as well as in an ergonomically correct natural sitting position. This Organic Infant Insert features soft, luxurious 100% cotton fabric in versatile Galaxy Grey. Coordinates perfectly with the Galaxy Grey, Organic Navy/Midnight, or Sea Green/Silver ERGObaby Carriers. For use with newborns up to 4 - 5 months (with ERGObaby carrier) 200 threads per inch 100% cotton poplin fabric 100% cotton batting Machine wash and dry on gently cycles",ERGO Original Insert - Galaxy,34.99,,,2985
2986,B00380IRDQ,[['Baby']],"The Ergobaby Original Collection Sport Carrier is composed of airy, durable cotton/poly blend fabric and features a back vent for extra breathability-so baby and parent stay cool and happy. The waist belt and shoulder straps have extra inches beyond our other models-to suit all sizes and fits. Whether climbing a hill or the stairs, this Carrier makes the experience more enjoyable for all.",ERGO Sport Carrier - Black,139.0,,,2986
2987,B00384UZUU,[['Baby']],"Another great addition to the growing patent pending Planet Wise product line. Finally a solution where one bag can carry your wet and dry items at the same time while keeping them separate. Each bag is sewn and sealed for no wicking or leaking plus an added zippered dry pocket on the front including two handles so it can be easily hung on a doorknob and/or carried. The clean or dry items in the front ""dry"" zippered pocket and the dirty or wet items in the zippered ""wet"" section keeping moisture and odors in.","Planet Wise Hanging Wet/Dry Diaper Bag, Black",29.95,Planet Wise,,2987
2988,B00389VFH2,[['Baby']],"Diaper Dekor Plus Refill - 2 packPackaging May Vary Please note: Diaper Dekor has recently changed their packaging so the product you receive may not be as pictured. The products themselves will remain the same. It is made of strong material that helps in keeping the nursery clean and free from unpleasant odors. Each refill pack can hold up to 670 diapers and is extremely easy to use. It can help in keeping your baby's nursery free from unwanted smells and trash. Changing the Diaper Dekor refill is quick and easy. Just pull out the refill cartridge, slip a refill over, and replace the cartridge in the pail. Pull down the refill, tie a knot, and you're done!Recommended Age: For use with the Diaper Dekor Plus PailFeatures:Huge capacity makes them extremely economical Each refill/bag liner holds up to 670 diapers 2 Pack",Diaper Dekor Plus Refills 2 Pack,14.64,Diaper Dekor,,2988
2989,B0038HT0G2,[['Baby']],"Multiple award-winning Oh Plah. Teething Bracelets are just the thing for those times when Baby is grabbing at your jewelry and trying put everything into his or her mouth. &#xA0;Mom wears this bendable and bite-able bracelet, and she can safely hand it to Baby to chew on or play with. &#xA0;It's great as a teether, and there's no need to dig in the diaper bag to find it. &#xA0;Older kids like to play with it as a multi-sensory toy, so you&#x2019;re sure to get your money&#x2019;s worth with years of use. &#xA0;And the best part?&#xA0; When you&#x2019;re done with it, the manufacturer pays to have it shipped back to them to recycle into new products.&#xA0; What could be better?","Oh Plah Teething Bracelet, Dark Plum",8.99,,,2989
